,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
1222,Social,237.4716934,267.0290176,490.1436199,No,267.0898129,12.0,630.2472315
1223,Social,408.1365049,484.6598362,471.5829893,Yes,56.38814333,11.0,453.77473
1224,Social,316.3088565,327.88139910000007,379.0216072,No,232.0488276,6.0,402.0915013
1225,Social,170.6086582,302.88538680000005,385.8707702,No,242.8618911,6.0,415.7251739
1226,Other,267.5139469,522.3453747,398.9513157,Maybe,103.5262156,11.0,497.2568366
1227,Financial,274.5529358,310.6304894,515.324629,No,244.39204640000003,10.0,653.7264342
1228,Social,,505.9948491,440.3803821,No,65.05386118,7.0,474.6708114
1229,Environment,54.40174739999999,402.5469563,462.9276609,No,115.6316425,12.0,450.0077739
1230,Healthcare,36.86704457,331.0736796,402.1399042,No,196.3305129,9.0,479.1920637
1231,Environment,87.75072046,663.5813318,651.7669471,No,223.9889062,8.0,480.5328031
1232,Social,32.9460622,424.090959,411.5046374,No,129.47561670000002,11.0,443.6943733
1233,Social,186.2134601,321.6453439,376.9801288000001,No,234.2042475,7.0,411.0766764
1234,Financial,161.60455980000003,313.9647425,349.3061876000001,No,249.95176380000004,7.0,571.820207
1235,Social,203.3270621,496.9443765,428.7057825,No,79.85051833,7.0,464.168408
1236,Social,230.6668427,415.289354,512.8552334999998,No,103.5610929,12.0,558.1700041
1237,Environment,69.5241705,697.8493235000002,618.3965735,No,232.2904727,10.0,471.7730578
1238,Education,433.3132135,523.7214087,345.8126398,Yes,367.1775817,15.0,167.6102751
1239,Education,77.54014972,298.9474926000001,471.1959019,No,249.3210283,14.0,644.600098
1240,Financial,339.1944153,342.6800994,380.1037953,No,214.8801244,5.0,416.0427679
1241,Social,170.5140503,459.3063302,453.3417847,No,81.18596367,9.0,447.4814615
1242,Foreign_Affairs,182.65068090000003,487.9955462,497.3937317,Maybe,113.9513058,7.0,386.712752
1243,Social,172.8718814,301.9396337,428.0286468000001,No,218.540861,9.0,557.8992535
1244,Environment,23.97546947,273.75625160000004,566.8481163,Yes,290.1097557,13.0,331.1546092
1245,Education,83.34170898,369.9875953,418.2979006,No,156.9516243,12.0,467.5137883
1246,Education,102.0392125,352.6636644,421.2798015,No,196.9733655,14.0,395.6273921
1247,Environment,107.3751568,463.4160448,460.2211386,No,59.58488136,11.0,474.9078798000001
1248,Healthcare,400.7473791000001,500.4043859,624.584034,Yes,124.5857138,10.0,499.4949886
1249,Other,100.3822307,457.43406330000005,406.3439024,Maybe,106.423409,9.0,527.2510254
1250,Environment,88.41608334,394.3914256,485.9740166,No,122.948154,14.0,438.6294095
1251,Financial,498.3570038,244.4223606,213.6858212,Yes,390.3159758,11.0,571.0691369
1252,Military,196.0566611,378.1261206,380.7167704,Maybe,170.581167,6.0,504.025317
1253,Healthcare,114.8976047,511.8416921,496.4216289,No,12.8764896,8.0,496.4259864
1254,Education,132.9781959,326.8524132,378.9781514,No,223.794386,10.0,426.12475020000005
1255,Financial,54.77596563,318.935269,383.39477660000006,No,251.5093769,5.0,370.093296
1256,Healthcare,466.3452323,628.0136037999998,285.6930270000001,Yes,256.8478564,13.0,560.4637075
1257,Military,139.97960580000003,,338.8910362,Maybe,200.1368652,6.0,420.3959487
1258,Education,504.7817773,709.6040212,344.2000591,Yes,281.7538351,14.0,394.2750914
1259,Education,43.26282839,298.7666296999999,567.4243652000001,No,270.8677538,13.0,668.3105038
1260,Social,80.00636719,303.5828969,381.9891261,No,230.7774068,8.0,472.5779884
1261,Education,159.2932597,395.6696065,406.137299,No,140.46319,13.0,494.0949085
1262,Social,453.6481007,733.9606282000002,325.1703871,Yes,425.1345282,12.0,191.07218
1263,Education,415.4144601,236.0860089,648.9056944,Yes,316.6499045,13.0,408.1106019
1264,Healthcare,,419.79635589999987,466.585995,No,101.5871881,11.0,447.3612641
1265,Social,102.324977,522.2210808,446.2788317,No,59.76242895,6.0,486.1505393
1266,Social,103.6165911,299.1712235,383.2973881,No,248.5783252,6.0,411.4591245
1267,Education,221.972982,510.22741439999993,446.7101165,No,56.66439200000001,10.0,483.6769601
1268,Healthcare,208.8480644,433.3508839,463.84091,No,85.89937963,14.0,459.63765430000007
1269,Social,178.2110676,385.1589457,437.0968727,No,132.428896,12.0,519.8025585
1270,Education,83.16205481,713.8776612,649.0952541,No,261.3099058,9.0,517.6016506
1271,Other,56.96412969,323.6228041,425.8879165,Maybe,192.44353590000003,9.0,479.1913879
1272,Education,17.03732457,342.55151780000006,514.3735680999998,No,239.3913272,12.0,679.7542308999998
1273,Other,87.02686311,376.8510999,406.9795369,Maybe,217.71424610000003,7.0,346.43882389999993
1274,Social,24.17994067,333.9837952000001,376.0877128,No,232.4076353,6.0,394.6545029
1275,Environment,332.50919689999995,325.3725893,355.95656089999994,No,249.06374,9.0,396.1274738
1276,Other,112.9096011,361.1020601,489.2809022,Maybe,141.5352378,9.0,524.9937347
1277,Financial,407.3992466,381.7564887,445.5529765,Yes,130.89330220000002,11.0,486.3233696
1278,Environment,109.1992394,319.98157389999994,,No,222.612717,13.0,630.9333502000002
1279,Environment,104.8176107,317.51657830000005,360.5809707,No,260.23614530000003,9.0,377.5868211
1280,Environment,251.1969154,291.1946948000001,509.5528688,No,273.2005834,15.0,675.9194304
1281,Social,-59.03151638,199.6908661,247.0346101,Yes,404.4264817,12.0,596.8695757
1282,Healthcare,43.42008263,239.8705886,484.1492933,No,280.9395914,10.0,604.9213917999998
1283,Education,192.2187371,508.6806878,435.7928564,No,64.81909321,13.0,501.8982137
1284,Environment,185.295216,661.6792551,625.546305,No,207.6263324,10.0,465.2633096
1285,Healthcare,31.25087887,447.5233465,405.5567342,No,120.9094182,13.0,554.2748357999999
1286,Environment,455.3868245,292.9873449,426.3702964,Yes,339.6286027,12.0,241.01734590000004
1287,Education,417.54942410000007,722.5287994,378.9197491000001,,322.3704772,13.0,699.3570437000002
1288,Other,233.4161474,532.8955548,399.6816922,Maybe,108.2569156,11.0,476.0483954
1289,Military,118.5970619,500.85551,441.9886,Maybe,105.902379,5.0,411.4039535
1290,Financial,93.70890419,436.7804216,479.651291,No,67.14176338,10.0,509.8605954
1291,Financial,208.3629677,292.3561660000001,365.6207617,No,267.3693641,6.0,398.4488536
1292,Environment,196.0042795,372.4110851,408.6114529,No,173.0950062,8.0,426.9857313
1293,Environment,33.06699412,383.1576126,348.4060462,No,210.2107475,,413.0765394
1294,Environment,34.52076553,390.2396166,484.8530296,No,138.26235380000003,15.0,582.7025150000002
1295,Healthcare,358.2031953,360.11319489999994,602.6492390999998,Yes,208.5962059,14.0,615.789432
1296,Financial,72.5961676,296.2328077,480.66694789999985,No,249.3952823,12.0,642.489197
1297,Environment,255.8337282,419.0507944,368.8857272,No,,15.0,452.0937592
1298,Social,115.8675458,432.6484198,366.7105469,No,154.95373480000003,13.0,458.6678543
1299,Military,142.2335003,417.8057081,462.5686016,Maybe,115.8955962,7.0,427.372333
1300,Environment,513.0576914,164.5517262,360.9835482,Yes,377.61254489999993,12.0,603.6345299999998
1301,Financial,190.804871,345.6694456,381.67756010000005,No,211.0756467,6.0,417.934119
1302,Healthcare,44.16694413,420.8510455,393.5047017,No,134.77348659999998,10.0,523.6238678000002
1303,Social,80.05364862,334.4454661000001,412.5894496,No,196.7496476,7.0,439.48953960000006
1304,Environment,109.8230171,498.9004768,460.1549335,No,47.54845807,8.0,474.076698
1305,Education,62.05180809,346.8374186000001,409.1598253,No,178.12267769999997,16.0,504.12003030000005
1306,Environment,677.8636636,88.48151043,424.7347745,Yes,509.8195995,15.0,208.6176007
1307,Social,137.7540524,256.418275,470.1809225,No,272.8106081,11.0,619.1821873
1308,Education,80.73817005,277.50526,346.20875,No,284.0779183,9.0,413.1403097
1309,Healthcare,310.4697748000001,319.7651828000001,362.5923865,No,248.6473169,8.0,397.7256306
1310,Education,352.3453152,,554.9710478999998,Yes,357.0904424,13.0,412.2108181
1311,Financial,61.5918819,281.8287377,511.2613893,No,248.1430026,10.0,617.6836059999998
1312,Financial,83.74508362,290.4595966,475.4206103,No,251.61958340000004,11.0,637.1170584
1313,Environment,130.3464721,439.4466751,408.9515434,No,109.9888003,14.0,511.8747454
1314,Education,146.8546803,293.4041851,499.2910347,No,253.5258884,15.0,646.9457135
1315,Social,172.14218069999995,342.62229289999993,455.2474989,No,168.7864571,12.0,458.5471466
1316,Social,265.25605260000003,273.6298174,502.3280198,No,282.7040258,11.0,669.3301123
1317,Environment,11.87416156,403.2599083,438.0361205,No,116.3772495,11.0,
1318,Healthcare,21.43544069,510.5035344,389.4305673,No,127.9693015,9.0,436.4372875
1319,Environment,174.1658999,316.7287735,388.2834266,No,240.1288069,9.0,392.3296296
1320,Environment,212.7860034,388.7610832,416.394881,No,139.6878144,14.0,487.80274810000014
1321,Healthcare,32.68570659,326.552682,411.7589608,No,199.0717317,12.0,541.9416409
1322,Education,101.6098665,691.7209253,649.2715501,No,243.8428722,11.0,479.4954281
1323,Financial,298.099276,326.8179259,529.9976007,No,220.1955496,12.0,632.6431047
1324,Financial,82.19813865,464.2729976,442.4785369,No,73.49699989,6.0,471.42253380000005
1325,Healthcare,326.9664475,301.48504039999995,377.5828559,No,242.1460028,9.0,565.1194312999999
1326,Social,99.1596731,515.8355256,437.3819738,No,79.65989522,13.0,453.37470830000007
1327,Education,620.5340497000002,625.6970105,464.8988511,Yes,133.4002069,14.0,472.36332
1328,Healthcare,142.86222130000004,463.129299,413.2604004,No,116.6021033,7.0,431.3498451
1329,Healthcare,510.282774,493.8417163,244.5919028,Yes,269.4517298,11.0,414.36698
1330,Environment,419.3908868,437.2063988,439.1619726,Yes,125.9467366,11.0,409.3452784
1331,Social,247.3658949,379.0765681,417.2479363,No,147.52803219999996,12.0,482.8494944
1332,Healthcare,90.6231973,438.479266,482.10599850000006,No,64.76031302,10.0,490.571207
1333,Military,74.34084407,366.2428533,432.698629,Maybe,191.9747195,6.0,379.8590657
1334,Education,381.2358639,209.48921930000003,367.9483612,Yes,392.0392368,15.0,272.2707438
1335,Financial,205.6431039,369.70493460000006,329.6666912,No,214.8684481,9.0,486.650474
1336,Education,67.35556034,307.1151084,512.8902151000002,No,273.2079427,12.0,693.0591642999998
1337,Healthcare,74.17979999,411.7127226,419.7797732,No,125.2539969,12.0,538.192088
1338,Social,162.5972407,389.4748702,407.2969079,No,144.8273344,10.0,487.1435163
1339,Other,20.28598669,385.9670306,423.2490767,Maybe,188.4001006,11.0,371.1575553
1340,,370.1521209,568.4404145,530.6938562,Yes,115.04876090000002,12.0,412.7646044
1341,Education,608.7103948,465.89902300000006,495.0286666,Yes,72.50396070000002,14.0,436.2094558
1342,Environment,370.9259731,499.5923255,628.8628044,Yes,175.19538980000004,12.0,618.6913479
1343,Education,547.4086695,538.4009851,634.6322552999999,Yes,361.1589626,13.0,167.08061569999995
1344,Social,99.75215731,319.4206395,510.8936568,No,271.0430467,10.0,701.8334858
1345,Foreign_Affairs,22.93432379,492.8779714,464.178553,Maybe,66.37973170000001,9.0,444.5710417
1346,Environment,334.6383049,505.1502967,435.2825841,No,79.59957991,9.0,453.9432562
1347,Social,586.7257532000001,444.50720189999987,54.75413983,Yes,455.4392745,13.0,578.1127781
1348,Other,40.30910833,436.23161110000007,424.0358349,Maybe,99.32327236,7.0,494.6942836
1349,Financial,83.50833557,332.6269872,509.6026182,No,229.2160615,11.0,656.3140017000002
1350,Healthcare,156.9576145,262.098923,485.3235977,No,262.0117141,14.0,608.8017421
1351,Environment,230.6588215,277.4817733,524.9328975999998,No,273.6046692,12.0,657.2370962
1352,Social,93.36272638,437.2773114,414.7408955,No,107.3747197,11.0,518.0576815000002
1353,Financial,351.2291684,551.636209,619.4510966,Yes,163.5080024,11.0,598.994971
1354,Financial,150.3103172,691.0017606,629.6193161,No,233.8596301,5.0,462.483511
1355,Healthcare,547.7937842,121.7290484,394.6797265,Yes,571.6427786,12.0,84.55542674
1356,Social,290.969985,394.4184605,374.6535835,No,183.6160487,13.0,582.7989597
1357,Military,71.01236317,331.733108,475.8347863,Maybe,173.4267751,9.0,465.6613652
1358,Social,540.891993,103.2035996,685.4316043,Yes,555.7976110000002,9.0,157.83232019999997
1359,Social,38.26519953,692.2655175,661.1264992,No,250.8637892,8.0,502.2051645
1360,Environment,259.0512451,303.1965916000001,363.1431564,No,250.774646,8.0,573.6650923999998
1361,Financial,308.6568525,280.88233439999993,305.8810227,No,295.7396632,6.0,542.0383116
1362,Education,40.29718659,301.4533947,353.4633791,No,257.0712518,9.0,427.9452101
1363,Military,142.75659219999997,410.2629024,455.5343513,Maybe,176.8723215,8.0,354.2129035000001
1364,Social,119.5656897,393.2512544,377.0912705,No,163.7999607,9.0,518.1266838
1365,Social,142.998028,345.8361165,383.905964,No,203.204213,,
1366,Financial,134.95738390000002,479.5982652,443.5326039,No,84.72149563,6.0,440.2259738
1367,Education,190.5406187,359.1110178,369.5151245,No,208.7714689,10.0,418.0883515
1368,Environment,170.3862691,329.6412995,388.9154044,No,216.6406726,8.0,574.6411872
1369,Education,666.7598932,14.37299397,108.8616288,Yes,650.429659,14.0,314.9704700000001
1370,Environment,335.8423703,395.6522786000001,429.43829180000006,No,145.99009990000005,12.0,426.204962
1371,Environment,252.7209697,289.4380624,479.786909,No,241.1569978,12.0,615.8093217
1372,Other,224.4713277,464.7206133,393.0391901,Maybe,118.08882520000002,8.0,
1373,Healthcare,160.7605757,341.4005445,386.0564106,No,209.9346365,8.0,422.957007
1374,Foreign_Affairs,,466.6656429,431.2399224,Maybe,90.99629639,10.0,549.4084842999998
1375,Environment,102.3383459,483.71720260000006,457.5564137,No,47.16190571,9.0,487.4438125
1376,Social,38.90758216,256.44838,331.6425584,No,296.2381263000001,6.0,490.2323122
1377,Education,48.63630075,307.0367805,345.7967197,No,258.2687179,11.0,575.4272822
1378,Foreign_Affairs,80.97862708,473.1192511,426.493276,Maybe,102.4624716,7.0,433.8732661
1379,Financial,232.8021222,692.0794324,635.8682977000002,No,235.3115966,7.0,495.8957586
1380,Military,113.243929,367.5035871,395.2612064,Maybe,173.2415544,9.0,538.5632188
1381,Education,221.1395966,264.9714749,459.50694010000007,No,271.14989239999994,12.0,629.0122809999998
1382,Social,76.23735499,378.3510543,409.4053805,No,170.95495060000005,9.0,421.1346461
1383,Other,257.85380530000003,544.6233070000002,426.93720830000007,Maybe,95.56056173,7.0,457.5452016
1384,Social,416.1833735,169.3419002,,Yes,582.9499055,12.0,709.6243249
1385,Foreign_Affairs,211.9962704,504.96816320000005,395.2638494,Maybe,107.9092856,8.0,474.5035294
1386,Financial,93.83677581,283.1872065,488.19238139999993,No,278.2788416,9.0,674.0457021000002
1387,Environment,306.9222655,324.1983849,385.927638,No,217.1907496,8.0,442.9639579
1388,Other,230.9015202,435.9298489,437.4363438,Maybe,90.46533004,7.0,512.8366899
1389,Social,168.147777,472.2905307,456.2784662,No,66.36922932,6.0,458.4610136
1390,Environment,431.93961389999987,612.0159125,88.30531566,Yes,445.648337,15.0,371.3051575
1391,Financial,328.5786977,316.0178711000001,526.7585201999998,No,234.5247176,10.0,642.9559408
1392,Social,261.1439509,427.5061004,405.632082,No,126.309725,12.0,542.3494651000002
1393,Military,279.45174460000004,417.2988421,390.08117230000005,Maybe,187.9806895,6.0,371.8785364
1394,Financial,169.00428269999995,520.5177728,427.112631,No,87.57728563,6.0,455.9973478
1395,Education,46.70961021,460.15566039999993,373.8023973,No,139.2100686,16.0,456.8023511
1396,Foreign_Affairs,21.586042300000006,498.4744495,437.8616052,Maybe,109.936793,6.0,409.3214962
1397,Environment,137.4302712,310.2900287,507.0977785,No,270.7309308,12.0,693.0155052
1398,Education,103.0974232,505.1226254,467.9262144,No,34.66036718,9.0,487.9015688
1399,Social,175.2846845,364.2437109,394.278507,No,193.7247711,7.0,410.9916699
1400,Education,70.59853507,420.630537,381.94869260000013,No,181.7458112,12.0,
1401,Education,92.36059361,482.5113639,442.5215914,No,77.36530478,10.0,451.2581233
1402,Healthcare,28.17547464,361.0851714,379.9466872,No,183.7355883,,493.0258402
1403,Social,523.419867,0.599062653,369.0017564,Yes,519.6910737,10.0,559.3040984
1404,Education,234.3291095,298.6004544,528.5157455,No,279.0360438,12.0,691.0135835
1405,Social,132.9826903,448.8661648,361.3025512,No,172.25892219999997,12.0,588.4391592000002
1406,Education,17.74962142,418.125621,475.5161806,No,117.45753909999998,13.0,419.418351
1407,Social,343.1884322,406.6803314,427.9912476,No,118.0815008,9.0,507.02992699999993
1408,Financial,208.2084732,504.0991301,432.0414174,No,78.97174084,6.0,459.9829531
1409,Education,190.20453730000003,483.1701911,436.96651839999987,No,,9.0,438.7583346
1410,Environment,80.55588064,408.0017378,456.6034954,No,103.9122719,14.0,521.2326018
1411,Social,308.8941294,438.4440739,413.6297991,No,112.8983677,12.0,461.3076519
1412,Other,101.9559837,387.3079917,450.109778,Maybe,184.76047230000003,8.0,362.3485956
1413,Social,407.7832516,205.4660361,477.66858330000014,Yes,395.8628252,13.0,236.4503305
1414,Other,171.58543,391.3614902,420.54873939999993,Maybe,146.00117980000005,11.0,556.5819392999998
1415,Foreign_Affairs,321.7620133,483.8671408,391.2829172,Maybe,164.35363030000005,10.0,377.8016263
1416,Healthcare,156.5750259,303.1690928000001,371.52071780000006,No,261.5501787,8.0,385.2866006
1417,Education,505.3619072,481.0411991,414.4857257,Yes,100.6658214,14.0,450.38669180000005
1418,Education,85.74649007,410.7060192,392.1511009,No,140.1375676,13.0,505.8084268
1419,Education,191.5847708,277.2140267,471.5365296,No,249.2951316,,608.1864299
1420,Education,22.23649475,726.7766740000002,626.195137,No,260.1527009,11.0,481.9291586
1421,Social,275.7962519,287.6952706,495.5787918,No,270.0751093,11.0,666.8763597
1422,Social,246.9733203,287.4921514,513.3089321,No,251.865289,9.0,634.5340492
1423,Foreign_Affairs,18.4705163,491.8931243,443.4371773,Maybe,64.42404345,9.0,529.7553865
1424,Healthcare,441.5337522,259.7914512,487.2139932,Yes,258.2112531,13.0,593.8585228999998
1425,Financial,103.0114273,482.0391847,464.5710927,No,72.41071267,5.0,439.4565202
1426,Financial,483.8777588,237.7916916,12.32722956,Yes,575.0017671,12.0,344.9222642
1427,Financial,385.2436711,539.8327371,141.7564118,Yes,501.27228560000015,10.0,151.6484694
1428,Environment,-97.47422006,161.0420487,549.8155579,Yes,353.7602498,12.0,411.8397379
1429,Foreign_Affairs,96.16023148,408.1325999,491.2843508,Maybe,140.8811034,6.0,393.5485859
1430,Healthcare,46.44708071,283.06132389999993,523.7410931,No,250.7398728,14.0,623.4684378
