,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
1778,2.0,1729.629775,270010.2856,Environment,576.5432582000001,Yes,468.32615210000006,Yes,Female,,0.700155104,0.222757359,2.012992515,3.21461149,3.535976124,1.546027975,4872.0,83.0874911,444.8493654,5572.960252000001,53634.57787,Yes,219329.3847,21.09145242,88.48333112,10.63214501,332988.6719,90.0,45_and_up,1.0,666.4380017000001,14.0,Motorcycle_or_truck,Industry_or_other,438.48191529999997,0.0,Yes
8519,2.0,167.8678078,29011.83451,Social,55.95593593,No,518.476441,No,Male,After_16:00,0.04497517,0.44218834,8.330799218,7.4189509639999995,7.881506917,8.104151327,,46.84895463,492.22274369999997,6169.209897,60072.65779,No,268817.8199,22.18609347,25.99797864,46.62026397,3197.0227019999998,70.0,45_and_up,1.0,753.1250437000001,8.0,Public_or_other,Student_or_Unemployed,516.5538607,1.0,No
1500,3.0,420.5110307,63141.10657,Social,140.1703436,No,450.4598117,Yes,Male,After_16:00,0.43798606700000003,0.550427675,8.574431438,0.722906752,0.996627272,1.0406377820000001,5353.0,27.96099216,456.72453770000004,5418.047192,54583.6566,No,202914.0419,21.37111456,81.63961187,9.159337939,19797.89556,70.0,45_and_up,1.0,681.9214735,9.0,Car,Services_or_Retail,451.64681680000007,0.0,Yes
6993,9.0,1039.529061,158480.0887,Healthcare,346.5096871,Yes,457.3612069,Yes,Female,After_16:00,0.131703981,0.043417174,9.605609467,4.599084621,3.560835277,7.967336102999999,6058.0,60.23431886,556.0216972000001,5685.655463,52913.28167,Yes,209179.2736,23.58011232,476.6881877,18.98814519,120425.47300000001,80.0,45_and_up,3.0,560.4253302999999,11.0,Motorcycle_or_truck,Public_Sector,28.53936425,1.0,Yes
2024,2.0,359.8766954,87346.43314,Social,119.9588985,No,728.1363388,No,Female,By_16:00,0.431990341,0.693046368,1.2353108590000001,9.296461819,8.282130752,8.358945372,7650.0,31.97551367,657.1303515999999,8595.624091,76931.41434,No,530182.5279,25.63455386,277.80664360000003,91.06372576,14520.09622,70.0,Below_30,1.0,924.7237427000001,8.0,Motorcycle_or_truck,Services_or_Retail,520.9855847,0.0,Yes
3898,8.0,445.74362149999996,46833.55237,Social,148.5812072,No,315.2050873,Yes,Female,After_16:00,0.8016541,0.9648732109999999,6.384560785,5.532844756,7.346381198,7.140458119,7279.0,10.09581839,477.3113501,4106.673573,58842.35467000001,No,99354.24704,21.84745638,248.8891003,87.10565839,22234.95633,70.0,30-45,3.0,793.6868147000001,13.0,Public_or_other,Industry_or_other,665.1721818,0.0,Yes
327,1.0,177.15714430000003,17544.01421,Social,59.05238144,No,297.09240819999997,Yes,Female,By_16:00,0.397199707,0.06222709,5.842067222000001,1.153611667,0.092528283,3.662256717,5497.0,12.96756284,341.5952687,3654.114619,41821.42327,No,88263.89899,18.48229609,272.5074953,60.59681962,3556.236135,70.0,Below_30,3.0,542.4326093999999,8.0,Motorcycle_or_truck,Services_or_Retail,410.57525360000005,2.0,Yes
3820,8.0,157.43677250000002,20453.354209999998,Healthcare,52.47892417,No,389.7441599,Yes,Male,After_16:00,0.6436317570000001,0.789452003,9.517956735,8.520437186,9.094356112,4.443744118,4736.0,11.08898039,392.7528256,4682.94725,50275.40648,No,151900.5102,19.81799247,157.04897830000002,74.34541089,2816.5164059999997,80.0,30-45,3.0,658.3113007999999,14.0,Motorcycle_or_truck,Hightech,531.7186835,1.0,Yes
4721,8.0,256.3182831,31594.323889999996,Environment,85.43942768,No,369.78623039999997,Yes,Female,By_16:00,0.456846165,0.49507383299999996,3.389601673,8.279653417,9.329394745,8.05280881,6161.0,67.28057161,406.5619671,4510.986238,50114.06433,No,136741.8562,20.16338184,160.49874680000002,96.75075838,7395.335231,90.0,Below_30,2.0,648.5961552,12.0,Motorcycle_or_truck,Student_or_Unemployed,491.4235234,1.0,No
8737,8.0,463.54659000000004,74154.77269,Environment,154.51553,No,479.91792599999997,Yes,Female,After_16:00,0.761725331,0.972291322,8.643913234,7.227594282,8.608260655,6.800490865,7278.0,42.87930303,446.92282209999996,5693.024904,53904.75131,No,230321.2157,21.14054924,86.7032032,82.1745883,24039.56454,90.0,30-45,3.0,667.4466977000001,8.0,Motorcycle_or_truck,Industry_or_other,434.44873049999995,1.0,Yes
7941,10.0,26.71815884,6287.623138,Environment,8.906052948,No,705.9943585,No,Male,After_16:00,0.9837630540000001,0.339499097,4.59534022,,8.791136157,9.586557709,9936.0,48.65128919,662.8194904000001,8385.582566,76520.7862,No,498428.0342,25.74528094,262.571793,53.53175048,98.22383207,90.0,45_and_up,3.0,916.9918223999999,8.0,Car,Hightech,499.70969019999995,0.0,No
6041,3.0,898.5420444,148154.9375,Other,299.5140148,No,494.651102,Yes,Male,After_16:00,0.6451803770000001,0.661807059,5.179504734,6.418442088,8.748865104,5.749901629,3317.0,2.041449631,440.2604665,5827.031953,55108.18592,Maybe,244679.7127,20.98238467,59.98595146,26.98410789,90018.15908,50.0,30-45,1.0,695.2273533,7.0,Car,Services_or_Retail,499.05564639999994,1.0,No
7247,7.0,508.1697693,53724.42951,Environment,169.3899231,No,317.16425939999993,Yes,Female,By_16:00,0.732603789,0.438775161,5.586287561000001,2.9363759610000004,9.909827893,5.8017912339999995,6088.0,96.57163038,384.0247682,3939.69213,,No,100593.1674,19.59654991,230.5022454,30.70846535,28872.33597,90.0,45_and_up,1.0,587.8035346,9.0,Foot_or_bicycle,Hightech,420.92963449999996,0.0,No
5838,10.0,163.6783351,26848.329569999998,Healthcare,54.55944504,No,492.0931573,Yes,Female,By_16:00,0.973977636,0.216655426,4.895082321,7.616588577999999,9.395617612,0.39064346299999997,5450.0,64.57430299,441.9784148,5804.8884020000005,54923.69137000001,No,242155.6755,21.02328268,59.99452131,45.60186982,3041.292488,80.0,Below_30,4.0,690.4645524,8.0,Foot_or_bicycle,Public_Sector,486.9493268,0.0,No
3193,6.0,470.2478775,49573.87457,Social,156.7492925,No,316.2621903,Yes,Male,By_16:00,0.7629044340000001,0.751271275,7.908325179,5.050102535,2.03750219,5.632679751,6812.0,9.96983361,384.0955537,3930.8130100000003,,No,100021.773,19.59835589,238.9303037,91.26566949,24737.08999,70.0,45_and_up,3.0,577.5772532000001,6.0,Foot_or_bicycle,Services_or_Retail,400.53007180000003,0.0,Yes
185,2.0,277.891143,36474.45616,Military,92.630381,No,393.76342589999996,Yes,Male,After_16:00,0.330449356,0.026271627000000002,0.525660685,1.352992116,8.954710835,4.567332962,,90.54191611,455.4150487,4848.464356,52982.39848,Maybe,155049.6355,21.34045568,135.6025122,50.54825672,8683.017866,30.0,30-45,2.0,663.4937199,9.0,Car,Services_or_Retail,428.4876671,1.0,Yes
1693,6.0,428.5325161,50008.79458,Healthcare,142.844172,No,350.0933491,Yes,Female,After_16:00,0.75553336,0.442162155,2.264983251,0.663983212,5.149027128,2.8196537260000003,3031.0,3.933201707,346.4931777,4193.919846,44873.867269999995,No,122565.3531,18.61432722,214.9495068,52.6173424,20557.30165,80.0,45_and_up,2.0,590.3928931,13.0,Car,Services_or_Retail,487.0793965,0.0,No
1451,5.0,1011.6655460000001,149172.112,Environment,337.2218486,No,442.35601169999995,Yes,Female,After_16:00,0.075443459,0.811567626,4.798980257,6.405279536,8.650329693,5.373187161000001,4908.0,86.15984856,364.8458218,5153.25176,47908.86615,No,195678.84100000001,19.10093772,147.5069957,27.92756322,114065.7971,90.0,Below_30,2.0,616.1000626,13.0,Public_or_other,Industry_or_other,487.00644349999993,0.0,Yes
8900,3.0,432.2443636,68016.26578999999,Social,144.0814545,No,472.06815070000005,Yes,Male,After_16:00,0.531497027,0.869121143,4.138261462,9.899152987999999,3.593781523,1.93505941,5678.0,5.134363868,419.8477074,5560.3769219999995,52106.59202,No,222848.3389,20.49018564,95.49422618,50.68844561,20913.54699,70.0,Below_30,3.0,653.1918575,9.0,,Industry_or_other,456.2442116,0.0,No
4828,1.0,274.7120378,43600.12748,Military,91.57067928,No,476.13633339999996,Yes,Female,By_16:00,0.37991837700000003,0.18880740699999998,6.631176902000001,6.57448669,6.592517743999999,1.4120944869999998,9087.0,14.50874032,430.77923330000004,5622.9218009999995,51255.6308,Maybe,226705.80800000002,20.75522183,142.09948359999999,1.248325664,8486.759982,30.0,45_and_up,2.0,624.423084,8.0,Motorcycle_or_truck,Public_Sector,378.21628139999996,0.0,No
5855,3.0,160.13370580000003,16991.78039,Financial,53.37790195,No,318.3298662,Yes,Male,After_16:00,0.44694914,0.826692834,7.045372743,7.582889167,2.160261045,1.497376109,9539.0,20.53046329,381.3366842,3945.97203,44680.25995,No,101333.9037,19.52784382,247.50615019999998,30.36499987,2912.578319,60.0,30-45,2.0,565.5081217000001,6.0,Foot_or_bicycle,Student_or_Unemployed,380.9442385,2.0,Yes
3394,9.0,164.1487197,17990.032769999998,Environment,54.71623991,No,328.78781139999995,Yes,Male,By_16:00,0.002277418,0.346424319,3.474816005,,5.740368734,5.095201698,5257.0,17.17782118,420.24490499999996,4128.367924,50787.80789,No,108101.4249,20.49987573,188.9080029,83.33666592,3058.58315,90.0,Below_30,2.0,662.8127326,11.0,Foot_or_bicycle,Public_Sector,503.4270739,0.0,No
4779,8.0,-144.3447846,-11885.241820000001,Education,-48.1149282,Yes,247.0177607,Yes,Female,After_16:00,0.824537512,0.92045405,8.282371878,0.7452891420000001,3.254848605,8.468546117999999,8856.0,39.36557861,562.5263167,3595.2302409999998,57510.109710000004,Yes,61017.774110000006,,295.2315871,7.109500258,2276.931388,100.0,45_and_up,3.0,711.5994272,13.0,Car,Public_Sector,361.24793210000007,0.0,No
8103,2.0,515.8803952999999,52124.688369999996,Social,171.96013180000003,No,303.1207748,Yes,Male,After_16:00,0.049021425,0.38506534299999995,9.784746077000001,3.28295243,8.694628805,4.783940946,5520.0,30.78761154,529.2457911,4089.69933,62407.045029999994,No,91882.2041,23.00534266,248.30197630000004,22.4731026,29752.24705,70.0,45_and_up,2.0,830.8578235,11.0,Motorcycle_or_truck,Public_Sector,648.449068,1.0,Yes
6849,5.0,424.94593669999995,95155.13042,Financial,,No,671.7687277000001,No,Male,After_16:00,0.9360609129999999,0.995726151,1.020674575,5.583201249,4.513174831000001,8.02034484,6289.0,47.99415248,638.6735336,7995.034344,72979.55502,No,451273.2235,25.27199109,225.2942124,91.84269253,20215.98744,60.0,Below_30,2.0,869.4961824999999,5.0,Motorcycle_or_truck,Hightech,455.02625889999996,0.0,Yes
1295,5.0,371.9282246,47554.9625,Financial,123.9760749,No,383.5817722,Yes,Male,By_16:00,0.972128662,0.8939649340000001,2.942851365,5.314559049,8.807339957,6.490688454,4175.0,62.41567645,452.5533535,4740.924429,55576.53687,No,147134.976,21.27330142,138.76817659999998,99.772345,15504.04321,60.0,30-45,1.0,725.033988,10.0,Car,Hightech,558.7555852999999,0.0,No
4653,7.0,490.79724139999996,45714.196789999995,Healthcare,163.59908049999999,No,279.4282013,Yes,Male,By_16:00,0.7839676520000001,0.9985198259999999,9.6146704,8.592311173999999,0.45085022700000005,0.58505516,7043.0,16.85319871,538.3499619,3870.9819369999996,62737.952470000004,No,78080.11967,23.20236975,268.7542503,96.40650076,26938.25822,,30-45,2.0,836.7985705,11.0,Motorcycle_or_truck,Hightech,648.6815694000001,1.0,Yes
381,8.0,681.1060936000001,63489.862989999994,Healthcare,227.03536450000001,No,279.64745980000004,Yes,Female,By_16:00,0.267308206,0.658795676,5.833108542000001,4.819607874,0.14450839999999998,9.53216024,8259.0,17.09145654,350.3029486,,45563.57619,No,78202.7018,18.71638182,,65.24219867,,80.0,45_and_up,2.0,621.179432,7.0,Car,Public_Sector,555.8840644999999,0.0,No
4681,9.0,51.63543572,8514.398320999999,Financial,17.21181191,No,494.6834399,Yes,Female,After_16:00,0.7504767520000001,0.99784298,8.181715971000001,5.68692161,2.7300211830000003,6.55545837,9801.0,11.04303361,426.19334289999995,5799.221085,52450.41075,No,244711.7057,20.64445066,100.22332390000001,1.008736412,323.458281,60.0,30-45,1.0,649.2450665,5.0,Public_or_other,Hightech,432.40542769999996,0.0,Yes
8333,9.0,376.7648363,61550.111189999996,Financial,125.5882788,No,490.09439249999997,Yes,Male,After_16:00,0.80124871,0.764108345,1.567757307,6.074628101,2.084143702,2.297521725,3233.0,34.75404882,446.14403889999994,5793.232002000001,55513.107939999994,No,240192.5135,21.12212203,54.76107551,45.94217488,15908.00405,60.0,Below_30,2.0,700.3212516,6.0,Car,Hightech,499.5643546,3.0,No
5623,6.0,907.8984700999999,95007.53258,Social,302.63282339999995,No,313.9366428,Yes,Male,By_16:00,0.106738871,0.100434162,3.295147319,1.651620923,8.932394243,1.557880067,9829.0,15.37210487,358.550223,3856.466874,42932.41819,No,98556.21571,18.93542244,259.410616,65.23708168,91899.2586,70.0,Below_30,3.0,547.8166351,6.0,Motorcycle_or_truck,Industry_or_other,387.4555403,0.0,Yes
3095,9.0,1128.370456,275413.2555,Financial,376.1234854,Yes,732.2415807,No,Female,By_16:00,0.112512436,0.367350701,1.7341659680000001,0.828953313,3.552724407,3.2633423130000003,9103.0,45.30369884,453.9947509,8230.405309,51117.81583,Yes,536177.7325,21.30715258,462.9403545,79.73629395,141854.9998,60.0,30-45,0.0,532.9091922,11.0,Motorcycle_or_truck,Services_or_Retail,102.1795166,3.0,No
3118,6.0,260.7597913,25900.898119999998,Healthcare,86.91993042,No,297.9857208,Yes,Female,After_16:00,0.8000281920000001,0.522333494,8.99588604,6.4121612720000005,2.7649557639999998,7.579433572999999,5919.0,99.15819708,493.2200316000001,3966.297271,59735.21742000001,No,88795.48978999999,22.20855762,258.65206800000004,81.66272361,7651.994234999999,80.0,Below_30,3.0,804.389158,10.0,Motorcycle_or_truck,Services_or_Retail,661.3851147999999,3.0,Yes
1259,9.0,825.4126074,134343.5982,Social,275.1375358,No,488.2779728,Yes,Female,After_16:00,0.12910291599999998,0.93417156,7.1958793000000005,,1.321262666,7.047453225,8169.0,45.37046715,429.0342988,5740.848325,52954.8809,No,238415.3787,20.71314314,88.06253234,62.18267181,75985.80114,70.0,45_and_up,1.0,659.5545675,6.0,Motorcycle_or_truck,Hightech,449.19180240000003,0.0,Yes
9794,3.0,224.2706892,37431.10171,Social,74.7568964,No,500.70432980000004,No,Male,After_16:00,0.547793624,0.006673539,3.028108338,2.7956603139999996,9.278794217,3.384888908,8244.0,54.08365002,412.36804889999996,5831.779396,52998.2204,No,250704.8259,20.30684734,87.63489174,43.20757943,5673.350456,70.0,Below_30,3.0,671.1321745,12.0,Car,Services_or_Retail,499.8609949,0.0,No
3749,1.0,1593.491156,256127.0043,Social,531.1637186,Yes,482.199735,Yes,Female,By_16:00,0.119783666,0.491744203,3.761928319,3.379299748,3.044708064,9.070087883,8263.0,76.73297573,452.17801799999995,5726.353386,54755.47912,Yes,232516.5844,21.26447784,70.41886435,44.59103358,282676.0597,70.0,Below_30,2.0,680.9158894999999,9.0,Foot_or_bicycle,Services_or_Retail,451.47139960000004,0.0,Yes
4758,9.0,202.8745513,46186.18458,Environment,67.62485042,No,682.9765137,No,Female,By_16:00,0.906971228,0.59737496,6.199600638,1.6815360780000002,1.3430855380000002,4.877264095,8435.0,54.70413549,633.0185667000001,8095.802271,,No,466456.9183,25.15986023,226.2347109,61.54007476,4650.745245,90.0,45_and_up,2.0,886.6178687999999,10.0,Foot_or_bicycle,Industry_or_other,497.2070147,0.0,No
7809,8.0,1170.265476,84717.03958,Social,390.088492,Yes,217.1739011,Yes,Female,By_16:00,0.862616699,0.310430992,8.760634678999999,8.880497275,7.608219837,4.421923645,3284.0,72.66627289,297.4033926,2766.545796,42714.10337,Yes,47164.50333,17.24538757,383.8419101,18.25955643,152569.1201,70.0,45_and_up,3.0,620.4646966,12.0,Public_or_other,Services_or_Retail,662.1685062000001,0.0,Yes
5782,9.0,665.9057683999999,73138.58877,Education,221.9685895,No,329.49972310000004,Yes,Male,By_16:00,0.17943963300000002,0.805688418,1.905380806,5.946197449,6.907674547,1.599630956,6185.0,96.52429137,402.54562339999995,4100.088478,47145.83326,No,108570.0675,20.06353965,217.67347420000002,90.76568082,49502.0233,100.0,45_and_up,1.0,598.2994701,9.0,Public_or_other,Hightech,406.1168735,0.0,No
566,2.0,916.3691640000001,128901.6602,Environment,305.456388,No,421.99693719999993,Yes,Male,After_16:00,0.601309743,0.309463897,3.6901972510000003,0.776978347,1.010224607,5.086617495,8408.0,96.94856852,466.79377719999997,5153.556926,55064.883910000004,No,178081.415,21.60541083,94.35258123,56.64874143,93619.06136,90.0,30-45,3.0,691.6061325000001,14.0,Foot_or_bicycle,Public_Sector,458.58407869999996,1.0,No
6115,7.0,553.429147,45747.08613,Financial,184.4763823,No,247.98343050000003,Yes,Male,By_16:00,0.805061052,0.506091252,6.700553801,2.4915054530000003,4.649465848,7.26745443,6783.0,42.7272798,478.08324639999995,3436.0007969999997,57470.271539999994,No,61495.78179,21.86511483,295.3881581,88.44525218,34226.01202,60.0,45_and_up,3.0,781.3318193,12.0,Foot_or_bicycle,Public_Sector,652.5171091,0.0,Yes
534,8.0,207.371919,27967.78395,Healthcare,69.12397299,No,404.6032475,Yes,Male,By_16:00,0.136585669,0.067119012,5.292070487,4.6410742119999995,6.071798489,7.2944508489999995,4600.0,10.78349315,413.7200269,4873.472528,52387.742139999995,No,163703.7878,20.34010882,134.5981866,7.832864975,4857.247615,80.0,45_and_up,2.0,682.6319312999999,10.0,Foot_or_bicycle,Hightech,539.6471647000001,0.0,No
1411,9.0,369.68278030000005,51270.17901,Financial,123.22759340000002,No,416.0608642,Yes,Female,By_16:00,0.959397148,0.885070556,9.605218817,6.473710425,4.156067066,5.83027262,7789.0,18.53792979,490.66458049999994,5141.937803,56844.46769,No,173106.6427,22.15094988,94.63011033,57.448636300000004,15318.26737,60.0,45_and_up,1.0,711.8621776000001,12.0,Public_or_other,Services_or_Retail,457.3159373,2.0,Yes
358,7.0,1220.9052179999999,262655.2904,Education,406.9684059,Yes,645.3947937999999,No,Female,After_16:00,0.8812644829999999,0.92560632,7.280860992999999,2.916443145,1.524825364,2.941151115,3461.0,35.54190379,313.1258117,7080.199562000001,50147.27195,Yes,416534.4399,17.69536131,262.854109,34.39447165,166040.2518,100.0,45_and_up,1.0,653.4286994,13.0,Motorcycle_or_truck,Services_or_Retail,614.1519789,1.0,Yes
9174,6.0,84.87579775,12347.1215,Financial,28.29193258,No,436.41845480000006,Yes,Male,After_16:00,0.724190573,0.974632168,9.254584101,9.285865782,0.495084522,9.588332032,5592.0,70.12927905,453.0803732,5270.345294,54703.53585,No,190461.0677,21.285684699999997,81.53259229999999,77.18761787,838.7253819,60.0,Below_30,2.0,691.3705348999999,,Car,Hightech,479.912707,3.0,Yes
6582,1.0,1708.657686,265038.9939,Healthcare,,Yes,465.3459778,Yes,Female,After_16:00,0.20993013300000002,0.9055190540000001,5.937168819,9.385997371,6.564724841,1.863080815,4284.0,85.46809307,,5634.574933,57176.395860000004,Yes,216546.8791,22.14853443,73.65883527,90.17144686,324969.6734,80.0,30-45,3.0,705.8822444,10.0,Foot_or_bicycle,Services_or_Retail,435.69165360000005,0.0,No
1356,6.0,1145.999383,7629.9547,Education,381.9997943,Yes,19.97371416,Yes,Male,After_16:00,0.006753731999999999,0.6873777590000001,0.158620104,8.737146662999999,6.241603426,8.341463583,5510.0,,563.3647445,1326.466631,45798.98498,Yes,398.94925730000006,23.73530586,683.9303555,80.27965757,146315.8426,100.0,45_and_up,2.0,517.5093866999999,13.0,Motorcycle_or_truck,Hightech,16.96749056,4.0,No
9595,5.0,240.2873741,35614.90445,Social,80.09579137,No,444.6538806,Yes,Male,After_16:00,0.355855504,0.89990372,9.429329566,3.593391879,6.056328947000001,3.939740234,8020.0,29.536652500000002,469.28853399999997,5385.115874,56551.08169,No,197717.0735,21.66306843,63.33503363,,6505.431586,70.0,Below_30,4.0,715.7138296,11.0,Motorcycle_or_truck,Public_Sector,497.77752180000005,0.0,Yes
2838,8.0,1035.100132,81549.31223,Healthcare,345.03337719999996,Yes,236.351952,Yes,Male,After_16:00,0.743956497,0.634134555,5.258341692,1.248144782,9.160233737999999,7.240062677,6254.0,79.74566703,438.26432639999996,3240.048173,41861.61558,Yes,55862.24522999999,20.93476358,465.8106022,49.57095813,119403.0648,80.0,30-45,2.0,478.56192130000005,13.0,Foot_or_bicycle,Public_Sector,120.9776648,0.0,Yes
2098,10.0,2110.8790059999997,268703.7959,Healthcare,703.6263352000001,Yes,381.8842224,Yes,Male,After_16:00,,0.9873491879999999,5.853630425,0.23555253199999998,4.70994934,0.984153035,8488.0,77.89656762,288.5579108,4395.958046,36161.14855,Yes,145835.5593,16.9869924,323.00853939999996,16.91465657,495803.6459,80.0,Below_30,4.0,441.0314964,14.0,Car,Services_or_Retail,286.2819088,0.0,No
3607,1.0,714.3464607999999,95089.51427,Social,238.1154869,No,399.3419978,Yes,Male,After_16:00,0.444075138,0.212281293,0.560869635,8.935858426,3.994307821,6.125184186,9270.0,70.19858113,480.98842520000005,4955.396829,58140.51797000001,No,159474.0312,21.93144832,118.5543075,80.00946243,56947.10061,70.0,Below_30,2.0,752.6635649,13.0,Foot_or_bicycle,Public_Sector,559.6795647000001,0.0,Yes
